Animal Number;Date;Incomplete;Incomplete Milkings;Kickoff LF;Kickoff LR;Kickoff RF;Kickoff RR;Incomplete Milkings;OCC(*1000 cells/ml);Peak Flow LF;Peak Flow LR;Peak Flow RF;Peak Flow RR;Yield LF;Yield LR;Yield RF;Yield RR;Yield/Hour;Yield/Hour LF;Yield/Hour LR;Yield/Hour RF;Yield/Hour RR;Avg. Milking Duration;Avg. Milking Interval;Days In Milk;Milk Duration (mm:ss);Lactation Number;Position;Teats Not Found;Begin Time;End Time;Mean Flow LF;Mean Flow LR;Mean Flow RF;Mean Flow RR
872;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;325;2.46;2.16;1.20;1.74;5.25;4.77;4.00;2.77;0.96;0.30;0.27;0.23;0.16;07:43;17:16:03;279;07:43;4;0;;11/10/2023 10:14 AM;10:22 AM;1.68;1.44;0.84;1.02
1483;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;2.04;1.86;2.40;1.68;2.97;2.91;2.81;3.28;1.53;0.38;0.37;0.36;0.42;04:48;07:44:18;16;04:48;1;0;;11/10/2023 10:12 AM;10:17 AM;1.50;1.38;1.74;1.26
837;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;42;2.10;1.56;;2.16;5.35;4.31;;6.07;1.91;0.65;0.52;0.00;0.74;05:50;08:08:19;247;05:50;4;0;;11/10/2023 10:10 AM;10:16 AM;1.50;1.20;;1.68
1270;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;3.12;3.12;2.40;;4.28;3.50;3.65;;1.37;0.51;0.42;0.44;0.00;11:43;08:10:18;149;11:43;2;0;;11/10/2023 10:03 AM;10:15 AM;1.98;1.80;1.56;
948;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;;2.10;2.46;1.92;;3.71;4.19;4.60;1.54;0.00;0.46;0.52;0.57;05:28;08:01:01;430;05:28;3;0;;11/10/2023 10:08 AM;10:14 AM;;1.56;1.74;1.38
1460;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;2;0.84;1.14;0.84;1.08;2.27;3.02;2.29;2.81;1.22;0.27;0.36;0.27;0.33;07:35;08:21:21;100;07:35;1;0;;11/10/2023 10:04 AM;10:11 AM;0.54;0.66;0.54;0.66
807;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;382;1.86;1.98;1.20;1.68;5.72;7.99;6.28;4.77;2.86;0.66;0.92;0.72;0.55;10:27;08:30:09;77;10:27;5;0;;11/10/2023 9:59 AM;10:09 AM;1.32;1.38;0.84;1.20
729;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;5;1.62;1.74;1.74;1.80;5.02;4.49;6.31;4.73;3.18;0.78;0.69;0.98;0.73;07:50;06:19:38;163;07:50;5;0;;11/10/2023 10:00 AM;10:08 AM;1.20;1.26;1.26;1.32
1365;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;2.82;2.58;3.12;2.52;3.74;3.49;3.90;2.92;1.45;0.38;0.36;0.40;0.30;04:06;09:39:08;283;04:06;1;0;;11/10/2023 9:59 AM;10:03 AM;2.22;1.80;2.10;1.74
1443;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;0.78;1.08;0.78;3.25;2.62;4.41;1.68;1.25;0.34;0.27;0.46;0.17;08:43;09:27:01;106;08:43;1;0;;11/10/2023 9:54 AM;10:03 AM;0.78;0.42;0.78;0.42
711;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;68;1.32;1.50;1.44;1.68;2.65;1.83;1.40;2.41;1.11;0.35;0.24;0.19;0.32;05:55;07:23:15;336;05:55;5;0;;11/10/2023 9:53 AM;9:59 AM;0.90;0.90;1.02;1.14
1286;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;25;1.62;2.10;1.62;1.86;3.56;4.36;3.25;4.75;1.98;0.44;0.54;0.40;0.59;05:36;07:57:47;109;05:36;2;0;;11/10/2023 9:53 AM;9:58 AM;1.20;1.50;1.20;1.44
1370;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;5;1.80;1.80;1.68;1.80;3.45;4.47;3.39;4.09;1.45;0.32;0.42;0.32;0.38;05:33;10:33:30;252;05:33;1;0;;11/10/2023 9:52 AM;9:58 AM;1.38;1.38;1.20;1.38
1451;11/10/2023;;0;Unchecked;Unchecked;Checked;Unchecked;0;;1.74;1.62;2.46;1.44;1.83;2.48;2.00;2.08;1.14;0.25;0.34;0.27;0.28;04:42;07:15:42;139;04:42;1;0;;11/10/2023 9:48 AM;9:53 AM;1.26;1.20;1.50;1.08
1266;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;34;1.50;1.38;2.04;1.62;2.60;4.12;2.16;3.19;1.68;0.36;0.57;0.30;0.44;06:08;07:06:23;215;06:08;2;0;;11/10/2023 9:46 AM;9:52 AM;1.02;1.02;1.44;1.20
1168;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;242;1.08;1.32;0.96;1.32;5.70;6.49;5.23;5.59;2.81;0.70;0.79;0.64;0.68;10:49;08:00:05;54;10:49;3;0;;11/10/2023 9:41 AM;9:52 AM;0.72;0.90;0.66;0.96
1380;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;1.98;2.16;2.28;1.98;2.72;3.69;2.58;3.00;1.25;0.28;0.39;0.27;0.31;04:28;09:30:01;294;04:28;1;0;;11/10/2023 9:47 AM;9:51 AM;1.50;1.74;1.56;1.44
1363;11/10/2023;;0;Checked;Unchecked;Unchecked;Unchecked;0;;3.18;2.10;2.76;1.86;3.45;5.26;3.79;3.42;0.71;0.15;0.23;0.17;0.15;05:39;22:26:58;297;05:39;1;0;;11/10/2023 9:42 AM;9:48 AM;2.10;1.50;1.86;1.44
1412;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;342;1.86;1.38;1.62;1.02;5.19;0.50;4.89;4.72;1.43;0.49;0.05;0.46;0.44;09:14;10:32:59;193;09:14;1;0;;11/10/2023 9:37 AM;9:46 AM;0.96;0.42;1.08;0.72
1100;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;20;1.50;1.80;1.98;1.86;4.84;6.90;4.91;6.51;1.75;0.36;0.52;0.37;0.49;11:24;13:04:42;277;11:24;3;0;;11/10/2023 9:34 AM;9:45 AM;1.02;1.32;1.38;1.44
1281;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.22;1.50;1.98;1.44;4.81;4.96;4.41;4.36;1.86;0.48;0.50;0.44;0.44;07:07;09:51:40;128;07:07;2;0;;11/10/2023 9:34 AM;9:41 AM;1.56;1.02;1.50;1.08
1178;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;1348;1.86;1.80;1.26;1.38;5.83;6.06;4.80;3.59;2.19;0.63;0.65;0.52;0.39;08:13;09:07:42;56;08:13;3;0;;11/10/2023 9:32 AM;9:40 AM;1.32;1.32;0.90;0.90
1442;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;5;1.56;1.26;1.56;1.80;3.25;3.73;3.51;3.94;1.17;0.26;0.30;0.28;0.32;06:24;12:14:26;158;06:24;1;0;;11/10/2023 9:29 AM;9:36 AM;1.20;0.90;1.14;1.32
921;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;157;1.56;1.50;1.74;2.04;2.80;1.96;3.19;3.89;1.42;0.34;0.24;0.38;0.47;05:03;08:15:06;242;05:03;4;0;;11/10/2023 9:28 AM;9:33 AM;1.20;1.02;1.26;1.62
1405;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;48;;1.86;1.68;1.26;;4.51;3.93;3.15;1.39;0.00;0.54;0.47;0.38;05:16;08:16:07;159;05:16;1;0;;11/10/2023 9:23 AM;9:29 AM;;1.32;1.26;0.90
1142;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;1.80;;1.68;1.62;5.79;;5.99;5.38;2.24;0.76;0.00;0.78;0.70;07:27;07:32:29;76;07:27;3;0;;11/10/2023 9:21 AM;9:28 AM;1.26;;1.26;1.26
1259;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;1.44;1.56;1.74;1.32;4.67;5.29;3.93;4.71;1.93;0.48;0.55;0.41;0.49;07:44;09:29:32;242;07:44;2;0;;11/10/2023 9:20 AM;9:28 AM;1.02;1.14;1.08;0.90
1417;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.04;1.80;1.86;;3.32;3.73;3.37;;1.48;0.47;0.53;0.48;0.00;04:27;06:58:16;215;04:27;1;0;;11/10/2023 9:17 AM;9:21 AM;1.44;1.32;1.44;
1354;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Checked;0;22;2.22;;2.10;2.10;6.87;;7.20;4.75;1.12;0.41;0.00;0.43;0.28;06:33;16:45:06;260;06:33;1;0;;11/10/2023 9:14 AM;9:20 AM;1.56;;1.62;1.32
1231;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;2.10;1.80;2.04;1.80;5.87;5.73;5.91;5.47;2.34;0.60;0.58;0.60;0.56;08:01;09:41:01;178;08:01;2;0;;11/10/2023 9:12 AM;9:20 AM;1.56;1.26;1.56;1.26
1126;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.56;1.14;1.32;1.32;5.51;5.88;4.47;5.59;1.61;0.41;0.44;0.33;0.42;09:43;13:10:42;299;09:43;3;0;;11/10/2023 9:10 AM;9:20 AM;1.14;0.84;0.90;0.96
1325;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;2.64;2.16;1.68;;7.14;6.35;3.26;1.50;0.00;0.64;0.57;0.29;06:28;11:02:53;78;06:28;2;0;;11/10/2023 9:09 AM;9:16 AM;;1.74;1.68;1.20
1441;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;117;1.38;2.04;1.32;1.38;1.87;2.25;2.12;1.03;0.95;0.24;0.29;0.28;0.13;04:46;07:35:09;185;04:46;1;0;;11/10/2023 9:08 AM;9:13 AM;0.84;1.50;0.90;0.78
868;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;2.76;1.74;2.82;1.92;4.48;4.95;4.44;5.39;2.57;0.60;0.66;0.59;0.72;05:58;07:23:33;53;05:58;4;0;;11/10/2023 9:05 AM;9:11 AM;1.86;1.32;1.80;1.56
1454;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.74;1.14;1.44;0.96;4.45;4.62;5.00;4.15;1.59;0.39;0.40;0.44;0.36;09:32;11:16:48;102;09:32;1;0;;11/10/2023 8:59 AM;9:09 AM;1.02;0.72;1.08;0.66
1294;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;320;1.74;3.12;2.22;1.56;4.81;6.67;3.21;2.83;1.87;0.51;0.71;0.34;0.30;06:23;09:14:30;100;06:23;2;0;;11/10/2023 9:02 AM;9:08 AM;1.26;2.40;1.62;1.20
1360;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;1.26;1.50;1.44;1.38;2.53;2.36;2.66;2.39;1.36;0.34;0.32;0.36;0.33;05:20;07:14:04;273;05:20;1;0;;11/10/2023 9:02 AM;9:08 AM;0.90;1.14;1.02;1.02
736;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.20;1.62;1.44;1.38;3.49;5.04;3.69;5.36;1.50;0.30;0.43;0.31;0.46;07:41;11:35:53;246;07:41;5;0;;11/10/2023 8:57 AM;9:05 AM;0.84;1.20;1.02;1.02
1440;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;2;;1.56;1.14;1.32;;3.40;1.94;2.54;0.86;0.00;0.37;0.21;0.28;04:57;09:01:53;142;04:57;1;0;;11/10/2023 8:57 AM;9:02 AM;;1.14;0.78;1.02
1040;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;65;1.74;1.56;2.10;1.86;4.01;8.23;5.43;9.03;2.48;0.37;0.76;0.50;0.84;09:18;10:38:01;206;09:18;3;0;;11/10/2023 8:52 AM;9:01 AM;1.38;1.14;1.62;1.44
1449;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.58;2.40;1.98;2.16;3.53;4.78;3.16;3.83;1.31;0.30;0.41;0.27;0.33;04:45;11:39:05;124;04:45;1;0;;11/10/2023 8:54 AM;8:58 AM;1.80;1.80;1.56;1.44
1153;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;42;2.28;2.76;2.28;2.70;4.99;6.29;6.84;6.12;2.40;0.49;0.62;0.68;0.61;06:50;09:59:41;68;06:50;3;0;;11/10/2023 8:50 AM;8:56 AM;1.68;2.04;1.56;1.98
1376;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;2;1.86;1.86;1.98;1.62;2.28;2.53;2.29;2.56;1.23;0.29;0.32;0.29;0.32;04:30;07:48:05;270;04:30;1;0;;11/10/2023 8:52 AM;8:56 AM;1.26;1.32;1.38;1.08
1456;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.44;1.92;1.32;1.20;2.80;3.62;3.25;3.24;1.19;0.26;0.33;0.30;0.30;06:08;10:46:53;124;06:08;1;0;;11/10/2023 8:47 AM;8:53 AM;0.84;1.14;0.96;0.90
1323;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;1.62;1.62;;1.74;3.53;4.33;;4.38;1.27;0.37;0.45;0.00;0.45;05:30;09:34:31;58;05:30;2;0;;11/10/2023 8:46 AM;8:51 AM;1.20;1.26;;1.26
905;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;91;0.90;2.46;1.80;1.68;1.75;6.23;2.71;4.79;1.65;0.19;0.66;0.29;0.51;06:46;09:17:06;281;06:46;4;0;;11/10/2023 8:42 AM;8:49 AM;0.66;1.50;1.20;1.14
1272;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.82;;1.62;2.04;4.68;;4.28;4.38;1.39;0.49;0.00;0.45;0.46;05:49;09:29:28;162;05:49;2;0;;11/10/2023 8:41 AM;8:46 AM;2.04;;1.14;1.50
970;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;22;1.74;1.86;1.98;1.98;4.22;5.07;3.46;5.56;1.79;0.41;0.50;0.34;0.54;06:00;10:08:20;158;06:00;4;0;;11/10/2023 8:38 AM;8:44 AM;1.26;1.38;1.50;1.44
1091;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;97;1.38;1.44;1.62;1.86;4.00;4.50;3.16;10.58;2.45;0.44;0.50;0.35;1.17;10:35;08:53:16;269;10:35;3;0;;11/10/2023 8:32 AM;8:43 AM;1.02;1.14;1.02;1.32
935;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.98;1.56;;1.86;5.47;5.23;;5.01;2.20;0.77;0.73;0.00;0.70;06:20;07:01:03;84;06:20;4;0;;11/10/2023 8:36 AM;8:42 AM;1.44;1.20;;1.32
686;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.16;1.74;1.62;2.16;4.59;6.37;5.30;5.81;2.70;0.56;0.78;0.65;0.71;07:26;08:02:23;43;07:26;5;0;;11/10/2023 8:33 AM;8:40 AM;1.44;1.26;1.26;1.56
1476;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;22;1.14;0.84;1.02;0.90;2.50;2.13;2.42;2.52;1.15;0.30;0.26;0.29;0.30;07:44;08:13:14;26;07:44;1;0;;11/10/2023 8:28 AM;8:35 AM;0.78;0.54;0.66;0.54
896;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;1.56;1.20;1.50;1.32;2.82;3.95;4.20;3.16;1.18;0.24;0.33;0.35;0.26;09:09;11:48:00;277;09:09;4;0;;11/10/2023 8:26 AM;8:35 AM;0.90;0.84;0.96;0.96
1319;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;77;1.98;2.94;;2.40;1.26;5.03;;3.63;1.57;0.20;0.80;0.00;0.58;04:00;06:14:51;23;04:00;2;0;;11/10/2023 8:27 AM;8:31 AM;1.26;2.16;;1.80
1453;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.04;1.92;2.16;1.56;2.02;5.58;3.55;4.35;1.57;0.20;0.57;0.36;0.44;06:18;09:46:15;86;06:18;1;0;;11/10/2023 8:25 AM;8:31 AM;1.50;1.44;1.56;1.20
1372;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.44;1.80;1.50;1.80;4.13;4.68;4.64;4.83;1.34;0.30;0.34;0.34;0.35;08:44;13:28:07;288;08:44;1;0;;11/10/2023 8:18 AM;8:27 AM;1.02;1.20;1.08;1.32
1102;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.74;1.68;1.98;1.92;7.14;6.35;4.77;6.97;1.87;0.53;0.47;0.35;0.52;08:02;13:20:51;205;08:02;3;0;;11/10/2023 8:19 AM;8:27 AM;1.32;1.26;1.38;1.38
1276;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;22;1.68;1.38;1.50;1.80;4.40;4.74;4.35;5.66;2.47;0.57;0.61;0.56;0.73;06:54;07:39:11;110;06:54;2;0;;11/10/2023 8:18 AM;8:25 AM;1.20;1.02;1.08;1.44
1487;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.26;1.62;1.26;1.20;2.89;3.91;2.61;3.34;1.34;0.30;0.41;0.27;0.35;06:24;09:26:52;18;06:24;1;0;;11/10/2023 8:18 AM;8:24 AM;0.84;1.20;0.96;0.90
1243;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;51;2.34;2.52;2.22;2.22;3.12;5.28;3.65;4.37;1.46;0.28;0.47;0.32;0.39;05:08;11:08:31;239;05:08;2;0;;11/10/2023 8:13 AM;8:18 AM;1.92;1.92;1.80;1.86
1241;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;2.40;2.34;2.82;2.22;3.54;5.14;5.16;5.60;2.55;0.46;0.67;0.68;0.73;05:59;07:32:14;112;05:59;2;0;;11/10/2023 8:11 AM;8:17 AM;1.86;1.80;1.86;1.74
1447;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.44;1.08;1.26;1.02;2.68;2.75;2.84;2.64;1.34;0.33;0.34;0.35;0.33;07:01;07:59:41;155;07:01;1;0;;11/10/2023 8:11 AM;8:18 AM;1.02;0.72;0.72;0.72
1471;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;2.04;1.32;1.26;1.74;2.15;2.25;2.02;2.79;1.48;0.35;0.36;0.32;0.45;04:26;06:09:29;37;04:26;1;0;;11/10/2023 8:13 AM;8:17 AM;1.32;1.02;0.96;1.26
1395;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;5;1.32;1.26;;1.56;4.96;4.71;;5.73;1.38;0.45;0.42;0.00;0.51;07:49;11:00:52;177;07:49;1;0;;11/10/2023 8:05 AM;8:12 AM;0.96;0.90;;1.08
1177;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;2.04;1.86;1.80;;4.43;4.52;4.05;;1.89;0.64;0.66;0.59;0.00;05:24;06:47:15;13;05:24;3;0;;11/10/2023 8:07 AM;8:12 AM;1.44;1.32;1.26;
1321;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;20;3.00;2.22;2.40;2.34;3.91;3.83;4.95;4.75;2.14;0.48;0.47;0.61;0.58;04:56;08:04:43;74;04:56;2;0;;11/10/2023 8:06 AM;8:11 AM;1.92;1.62;1.92;1.74
723;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.70;2.58;1.92;2.16;5.92;6.34;5.08;4.74;1.60;0.43;0.46;0.37;0.34;05:37;13:40:28;28;05:37;5;0;;11/10/2023 8:00 AM;8:06 AM;1.92;2.10;1.56;1.56
1084;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;42;2.04;1.62;1.62;1.50;2.72;3.47;2.89;3.02;2.10;0.47;0.60;0.50;0.52;05:59;05:40:02;143;05:59;3;0;;11/10/2023 8:00 AM;8:06 AM;1.38;1.26;1.20;1.02
1003;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;;1.74;2.16;2.22;;6.06;5.88;5.96;2.58;0.00;0.87;0.85;0.86;08:04;06:49:22;107;08:04;3;0;;11/10/2023 7:57 AM;8:05 AM;;1.14;1.62;1.68
1424;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;20;1.68;1.32;1.32;1.98;3.33;2.55;3.72;2.75;1.19;0.32;0.25;0.36;0.27;06:10;10:14:34;172;06:10;1;0;;11/10/2023 7:58 AM;8:04 AM;1.14;0.84;0.96;1.08
1207;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;791;1.56;1.50;1.50;1.44;5.06;4.74;7.10;2.61;1.29;0.33;0.31;0.47;0.17;10:23;14:57:04;289;10:23;2;0;;11/10/2023 7:49 AM;7:59 AM;1.14;1.14;0.96;1.02
1473;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;2.10;1.32;1.92;3.17;5.86;3.34;5.02;1.21;0.22;0.41;0.23;0.35;06:23;14:16:15;14;06:23;1;0;;11/10/2023 7:53 AM;7:59 AM;0.84;1.56;0.96;1.44
1419;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;105;1.98;1.38;1.92;1.38;4.56;5.09;5.17;5.26;1.32;0.30;0.34;0.34;0.35;07:39;15:03:36;228;07:39;1;0;;11/10/2023 7:50 AM;7:57 AM;1.44;1.02;1.44;0.96
833;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;;2.10;0.72;1.80;;9.22;0.56;8.05;1.47;0.00;0.76;0.05;0.66;09:24;11:58:23;155;09:24;4;0;;11/10/2023 7:47 AM;7:57 AM;;1.26;0.36;1.26
1504;11/10/2023;LF;1;Unchecked;Unchecked;Unchecked;Unchecked;1;;0.90;1.08;0.90;1.32;0.55;0.75;1.68;0.80;0.28;0.04;0.05;0.12;0.06;05:13;13:38:17;5;05:13;1;0;;11/10/2023 7:44 AM;7:49 AM;0.36;0.48;0.60;0.60
1274;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;42;1.44;1.68;1.38;1.74;1.87;2.72;1.94;2.65;1.69;0.35;0.50;0.36;0.49;04:48;05:20:18;97;04:48;2;0;;11/10/2023 7:44 AM;7:48 AM;0.96;1.14;1.02;1.20
778;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;74;;2.10;1.50;1.20;;5.00;3.52;3.55;2.26;0.00;0.93;0.66;0.66;06:10;05:14:08;47;06:10;5;0;;11/10/2023 7:40 AM;7:46 AM;;1.56;1.20;0.84
1501;11/10/2023;;0;Checked;Checked;Checked;Checked;0;;1.98;1.80;1.80;1.92;3.40;3.04;4.09;2.92;0.99;0.25;0.22;0.30;0.22;05:56;13:26:06;14;05:56;1;0;;11/10/2023 7:37 AM;7:43 AM;1.20;1.02;1.20;0.96
1423;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;17;2.46;1.98;1.86;1.86;2.86;2.71;2.69;3.06;1.16;0.29;0.28;0.28;0.31;04:27;09:40:58;188;04:27;1;0;;11/10/2023 7:34 AM;7:39 AM;1.62;1.26;1.32;1.44
924;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;114;1.62;1.56;1.98;1.50;6.39;3.11;6.01;3.57;2.86;0.96;0.47;0.90;0.54;08:20;06:31:20;81;08:20;4;0;;11/10/2023 7:31 AM;7:39 AM;1.14;1.14;1.50;1.02
1489;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.74;1.26;1.62;1.74;1.88;2.49;2.21;2.61;0.67;0.14;0.18;0.16;0.19;06:13;13:31:44;1;06:13;1;0;;11/10/2023 7:28 AM;7:34 AM;1.02;0.84;0.96;1.32
1478;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;1.68;1.98;2.04;1.86;2.80;3.24;3.22;3.00;1.22;0.28;0.32;0.32;0.30;04:48;09:56:49;65;04:48;1;0;;11/10/2023 7:28 AM;7:33 AM;1.20;1.38;1.50;1.20
1246;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;1.14;1.80;2.04;1.74;1.88;6.06;4.57;3.31;1.86;0.22;0.71;0.54;0.39;06:44;08:21:50;241;06:44;2;0;;11/10/2023 7:26 AM;7:33 AM;0.66;1.32;1.50;1.20
1305;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;62;1.74;1.32;1.56;;6.92;5.72;5.83;;1.98;0.74;0.61;0.62;0.00;07:52;09:12:24;83;07:52;2;0;;11/10/2023 7:22 AM;7:30 AM;1.26;0.96;1.20;
1462;11/10/2023;;0;Unchecked;Checked;Unchecked;Unchecked;0;;3.18;2.22;3.00;2.16;4.74;4.46;4.23;4.15;1.33;0.36;0.34;0.32;0.31;05:47;13:08:33;10;05:47;1;0;;11/10/2023 7:20 AM;7:26 AM;2.34;1.56;2.16;1.56
929;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;1137;1.68;1.68;1.80;1.68;7.54;5.98;5.06;6.09;1.75;0.54;0.42;0.36;0.43;09:21;13:56:35;7;09:21;4;0;;11/10/2023 7:16 AM;7:25 AM;1.20;1.14;1.14;1.20
1409;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.32;1.68;1.32;1.74;3.26;4.21;3.21;4.20;1.46;0.32;0.41;0.31;0.41;05:43;10:06:38;173;05:43;1;0;;11/10/2023 7:16 AM;7:22 AM;1.02;1.26;0.96;1.32
981;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;31;2.04;2.16;1.92;1.62;5.11;4.81;5.14;4.65;1.90;0.49;0.46;0.50;0.45;06:27;10:15:40;17;06:27;4;0;;11/10/2023 7:14 AM;7:20 AM;1.38;1.62;1.26;1.32
1495;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.04;1.50;1.98;1.44;3.58;3.25;3.59;3.06;1.00;0.27;0.24;0.27;0.23;06:07;13:20:50;14;06:07;1;0;;11/10/2023 7:14 AM;7:20 AM;1.44;0.84;1.44;1.08
1057;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.02;1.50;1.56;1.32;4.03;4.65;6.52;5.81;1.88;0.36;0.42;0.58;0.52;12:25;10:59:51;13;12:25;4;0;;11/10/2023 7:03 AM;7:15 AM;0.72;0.96;0.96;0.90
1223;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;25;1.92;2.40;2.04;1.92;2.29;3.86;2.78;2.78;1.24;0.24;0.41;0.29;0.29;04:48;09:21:44;305;04:48;2;0;;11/10/2023 7:10 AM;7:15 AM;1.14;1.56;1.32;1.32
861;11/10/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;1.74;1.86;1.44;2.40;2.81;4.87;2.85;4.71;1.90;0.35;0.61;0.35;0.59;05:58;07:56:36;155;05:58;4;0;;11/10/2023 7:07 AM;7:13 AM;1.14;1.32;1.08;1.80
